Player,Tournament,Tournament Rating,Shots,Shot+
"Demirel, M (Karagoz)",2022 European Championships,10.12,152,93.31210191
"Yuce, O (Karagoz)",2022 European Championships,10.12,136,93.87755102
"Thune, T (Krause)",2022 European Championships,10.12,162,93.18181818
"De Paz, E (Vez)",2022 European Championships,10.12,174,93.05993691
"Sutor, J (Totzek)",2022 European Championships,10.12,36,93.03797468
"Sutor, M (Totzek)",2022 European Championships,10.12,136,93.31210191
"Pimpini, A (Retornaz)",2022 European Championships,10.12,4,92.87925697
"Soee, O (Krause)",2022 European Championships,10.12,62,92.71137026
"Harsch, K (Totzek)",2022 European Championships,10.12,172,92.06349206
"Gomez, L (Vez)",2022 European Championships,10.12,34,90.5982906
"Ucan, M (Karagoz)",2022 European Championships,10.12,134,88.25396825
"Unanue, M (Vez)",2022 European Championships,10.12,174,86.85897436
"Kavaz, F (Karagoz)",2022 European Championships,10.12,34,84.12698413
"Haarstad, A (Walstad)",2022 European Championships,10.12,2,62.69592476
"Dunstone, M (Dunstone)",2022 GSOC Masters,10.78,74,98.42271293
"Bottcher, B (Gushue)",2022 GSOC Masters,10.78,97,109.0909091
"Harnden, E (Dunstone)",2022 GSOC Masters,10.78,86,97.60479042
"Harnden, R (Dunstone)",2022 GSOC Masters,10.78,74,105
"Carruthers, R (Carruthers)",2022 GSOC Masters,10.78,51,91.35802469
"Gunnlaugson, J (Carruthers)",2022 GSOC Masters,10.78,52,103.880597
"Gallant, B (Jacobs)",2022 GSOC Masters,10.78,100,97.95321637
"Walker, G (Gushue)",2022 GSOC Masters,10.78,86,97.78393352
"Martin, K (Koe)",2022 GSOC Masters,10.78,56,104.3956044
"Lott, C (Dunstone)",2022 GSOC Masters,10.78,74,100
"Hebert, B (Jacobs)",2022 GSOC Masters,10.78,100,106.7988669
"Neufeld, B (Carruthers)",2022 GSOC Masters,10.78,74,100.6006006
"Thiessen, B (Koe)",2022 GSOC Masters,10.78,56,100
"Kennedy, M (Jacobs)",2022 GSOC Masters,10.78,100,106.9069069
"Njegovan, C (Carruthers)",2022 GSOC Masters,10.78,52,101.1080332
"Gushue, B (Gushue)",2022 GSOC Masters,10.78,74,97.22222222
"Marsh, D (McEwen)",2022 GSOC Masters,10.78,62,101.1235955
"Nichols, M (Gushue)",2022 GSOC Masters,10.78,86,104.5180723
"Samagalski, D (Carruthers)",2022 GSOC Masters,10.78,52,105.0746269
"Camm, M (Howard)",2022 GSOC Masters,10.78,54,99.69879518
"Tardi, T (Koe)",2022 GSOC Masters,10.78,56,96.04863222
"Chadwick, S (Beuk)",2022 GSOC Masters,10.78,54,104.1322314
"Koe, K (Koe)",2022 GSOC Masters,10.78,53,93.75
"Epping, J (Epping)",2022 GSOC Masters,10.78,53,99.6835443
"Schneider, C (Carruthers)",2022 GSOC Masters,10.78,62,96.41791045
"Janssen, P (Beuk)",2022 GSOC Masters,10.78,54,96.11940299
"Marsh, K (McEwen)",2022 GSOC Masters,10.78,62,97.03264095
"Flasch, C (McEwen)",2022 GSOC Masters,10.78,62,95.625
"Hardie, G (Mouat)",2022 GSOC Masters,10.78,98,108.7349398
"Petoud, A (Brunner)",2022 GSOC Masters,10.78,60,99.70238095
"McMillan, H (Mouat)",2022 GSOC Masters,10.78,98,105.0847458
"Schwaller, Y (Schwaller)",2022 GSOC Masters,10.78,76,104.7904192
"Sundgren, C (Edin)",2022 GSOC Masters,10.78,74,96.40718563
"Giovanella, M (Retornaz)",2022 GSOC Masters,10.78,100,97.4789916
"Stopera, A (Dropkin)",2022 GSOC Masters,10.78,56,97.58308157
"Lammie, B (Mouat)",2022 GSOC Masters,10.78,98,101.2158055
"Kaufeler, M (Brunner)",2022 GSOC Masters,10.78,60,106.6481994
"Howell, T (Dropkin)",2022 GSOC Masters,10.78,56,104.1208791
"Fenner, M (Dropkin)",2022 GSOC Masters,10.78,56,98.18731118
"Lachat, P (Schwaller)",2022 GSOC Masters,10.78,76,103.1428571
"Eriksson, O (Edin)",2022 GSOC Masters,10.78,73,94.35736677
"Mouat, B (Mouat)",2022 GSOC Masters,10.78,95,110.625
"Michel, S (Schwaller)",2022 GSOC Masters,10.78,76,99.70326409
"Meier, R (Brunner)",2022 GSOC Masters,10.78,60,97.90419162
"Schwarz, B (Schwaller)",2022 GSOC Masters,10.78,76,110.443038
"Mosaner, A (Retornaz)",2022 GSOC Masters,10.78,100,107.4626866
"Retornaz, J (Retornaz) ",2022 GSOC Masters,10.78,98,106.5217391
"Wrana, R (Edin)",2022 GSOC Masters,10.78,74,101.2195122
"Kyle, E (Whyte)",2022 GSOC Masters,10.78,76,106.4606742
"Dropkin, K (Dropkin)",2022 GSOC Masters,10.78,54,101.8867925
"Whyte, R (Whyte)",2022 GSOC Masters,10.78,76,101.5479876
"Arman, S (Retornaz)",2022 GSOC Masters,10.78,100,101.4749263
"Hosli, P (M Hosli)",2022 GSOC Masters,10.78,64,92.54658385
"Brunner, M (Brunner)",2022 GSOC Masters,10.78,57,97.21362229
"Hausherr, J (M Hosli)",2022 GSOC Masters,10.78,64,99.16897507
"McFadzean, D (Whyte)",2022 GSOC Masters,10.78,76,102.0833333
"Hefti, M (Stocker)",2022 GSOC Masters,10.78,64,97.92899408
"Brydone, R (Whyte)",2022 GSOC Masters,10.78,76,100.8955224
"Ramsfjell, M (Ramsfjell)",2022 GSOC Masters,10.78,84,104.6296296
"Ramsfjell, B (Ramsfjell)",2022 GSOC Masters,10.78,84,100.8823529
"Sesaker, M (Ramsfjell)",2022 GSOC Masters,10.78,84,100.2994012
"Nepstad, G (Ramsfjell)",2022 GSOC Masters,10.78,84,98.86685552
"Hosli, M (M Hosli)",2022 GSOC Masters,10.78,64,94.56193353
"Van Den Hurk, T (Gosgens)",2023 GSOC Canadian Open,10.82,10,96.41873278
"Hoekmann, L (Gosgens)",2023 GSOC Canadian Open,10.82,50,92.92307692
"Magan, A (Gosgens)",2023 GSOC Canadian Open,10.82,40,102.1917808
"Gosgens, W (Gosgens)",2023 GSOC Canadian Open,10.82,47,92.67515924
"Dunstone, M (Dunstone)",2023 GSOC Canadian Open,10.82,69,101.8575851
"Bottcher, B (Gushue)",2023 GSOC Canadian Open,10.82,82,112.6506024
"Harnden, E (Dunstone)",2023 GSOC Canadian Open,10.82,98,103.5714286
"Harnden, R (Dunstone)",2023 GSOC Canadian Open,10.82,70,105.8333333
"Carruthers, R (Carruthers)",2023 GSOC Canadian Open,10.82,74,99.09090909
"Gallant, B (Jacobs)",2023 GSOC Canadian Open,10.82,84,110.4956268
"Walker, G (Gushue)",2023 GSOC Canadian Open,10.82,74,103.3149171
"Martin, K (Koe)",2023 GSOC Canadian Open,10.82,62,101.1080332
"Lott, C (Dunstone)",2023 GSOC Canadian Open,10.82,70,108.4592145
"Hebert, B (Jacobs)",2023 GSOC Canadian Open,10.82,84,107.0028011
"Neufeld, B (Carruthers)",2023 GSOC Canadian Open,10.82,70,98.17629179
"Thiessen, B (Koe)",2023 GSOC Canadian Open,10.82,62,101.5151515
"Kennedy, M (Jacobs)",2023 GSOC Canadian Open,10.82,84,110.8823529
"Njegovan, C (Carruthers)",2023 GSOC Canadian Open,10.82,76,107.4792244
"Gushue, B (Gushue)",2023 GSOC Canadian Open,10.82,88,105.5384615
"Marsh, D (McEwen)",2023 GSOC Canadian Open,10.82,46,101.6620499
"Nichols, M (Gushue)",2023 GSOC Canadian Open,10.82,98,103.6253776
"Samagalski, D (Carruthers)",2023 GSOC Canadian Open,10.82,76,108.7349398
"Camm, M (Howard)",2023 GSOC Canadian Open,10.82,58,103.6585366
"Tardi, T (Koe)",2023 GSOC Canadian Open,10.82,62,91.26506024
"Chadwick, S (Beuk)",2023 GSOC Canadian Open,10.82,58,97.51381215
"Koe, K (Koe)",2023 GSOC Canadian Open,10.82,61,106.9400631
"Epping, J (Epping)",2023 GSOC Canadian Open,10.82,57,103.3232628
"Schneider, C (Carruthers)",2023 GSOC Canadian Open,10.82,46,97.8978979
"Janssen, P (Beuk)",2023 GSOC Canadian Open,10.82,58,103.6474164
"Marsh, K (McEwen)",2023 GSOC Canadian Open,10.82,46,105.775076
"Flasch, C (McEwen)",2023 GSOC Canadian Open,10.82,46,89.47368421
"Hardie, G (Mouat)",2023 GSOC Canadian Open,10.82,76,114.0298507
"McMillan, H (Mouat)",2023 GSOC Canadian Open,10.82,76,101.9607843
"Schwaller, Y (Schwaller)",2023 GSOC Canadian Open,10.82,88,107.8549849
"Sundgren, C (Edin)",2023 GSOC Canadian Open,10.82,96,102.2408964
"Giovanella, M (Retornaz)",2023 GSOC Canadian Open,10.82,106,102.7700831
"Stopera, A (Dropkin)",2023 GSOC Canadian Open,10.82,96,100.9063444
"Lammie, B (Mouat)",2023 GSOC Canadian Open,10.82,76,105.0898204
"Howell, T (Dropkin)",2023 GSOC Canadian Open,10.82,96,100.5617978
"Fenner, M (Dropkin)",2023 GSOC Canadian Open,10.82,96,101.8237082
"Lachat, P (Schwaller)",2023 GSOC Canadian Open,10.82,88,98.33795014
"Eriksson, O (Edin)",2023 GSOC Canadian Open,10.82,96,107.7151335
"Mouat, B (Mouat)",2023 GSOC Canadian Open,10.82,73,101.242236
"Michel, S (Schwaller)",2023 GSOC Canadian Open,10.82,88,105.7228916
"Edin, N (Edin)",2023 GSOC Canadian Open,10.82,93,109.0634441
"Schwarz, B (Schwaller)",2023 GSOC Canadian Open,10.82,85,107.0769231
"Mosaner, A (Retornaz)",2023 GSOC Canadian Open,10.82,106,105.3892216
"Retornaz, J (Retornaz) ",2023 GSOC Canadian Open,10.82,104,107.2727273
"Wrana, R (Edin)",2023 GSOC Canadian Open,10.82,96,111.9760479
"Kyle, E (Whyte)",2023 GSOC Canadian Open,10.82,74,102.7624309
"Dropkin, K (Dropkin)",2023 GSOC Canadian Open,10.82,93,103.0769231
"Whyte, R (Whyte)",2023 GSOC Canadian Open,10.82,72,99.36708861
"Arman, S (Retornaz)",2023 GSOC Canadian Open,10.82,105,103.3333333
"McFadzean, D (Whyte)",2023 GSOC Canadian Open,10.82,74,106.3636364
"Brydone, R (Whyte)",2023 GSOC Canadian Open,10.82,74,103.9393939
"Hodgson, C (Horgan)",2023 GSOC Canadian Open,10.82,80,105.8659218
"Horgan, J (Epping)",2023 GSOC Canadian Open,10.82,80,93.47181009
"Horgan, T (Epping)",2023 GSOC Canadian Open,10.82,77,94.26751592
"Ramsfjell, M (Ramsfjell)",2023 GSOC Canadian Open,10.82,63,100.9202454
"Ramsfjell, B (Ramsfjell)",2023 GSOC Canadian Open,10.82,64,106.006006
"Sesaker, M (Ramsfjell)",2023 GSOC Canadian Open,10.82,64,100.8928571
"Nepstad, G (Ramsfjell)",2023 GSOC Canadian Open,10.82,64,102.4793388
"Jacobs, B (Jacobs)",2023 GSOC Canadian Open,10.82,76,102.7108434
"Moulding, D (Horgan)",2023 GSOC Canadian Open,10.82,80,101.510574
"Van Dorp, J (Gosgens)",2023 GSOC Canadian Open,10.82,50,97.26443769
"Thomas, L (Kiist)",2023 Canadian U18 Championships,7.06,1,119.760479
"Kiist, B (Kiist)",2023 Canadian U18 Championships,7.06,88,115.2027027
"Tardif, L (Stratton)",2023 Canadian U18 Championships,7.06,44,114.7766323
"Kelly, N (Peterson)",2023 Canadian U18 Championships,7.06,55,113.9072848
"Davies, Z (Davies)",2023 Canadian U18 Championships,7.06,85,113.4948097
"Fisher, O (MacIsaac)",2023 Canadian U18 Championships,7.06,46,113.1034483
"Hiebert, J (Hiebert)",2023 Canadian U18 Championships,7.06,57,113.5231317
"Biemans, J (Rowe)",2023 Canadian U18 Championships,7.06,60,112.7090301
"Algot, T (Davies)",2023 Canadian U18 Championships,7.06,88,112.8919861
"Mccurdy, C (MacIsaac)",2023 Canadian U18 Championships,7.06,46,111.7263844
"Snider, A (Hiebert)",2023 Canadian U18 Championships,7.06,16,112.4567474
"Mcpherson, O (Mosher)",2023 Canadian U18 Championships,7.06,74,112.371134
"Burton, O (Hiebert)",2023 Canadian U18 Championships,7.06,58,111.1486486
"Burton, N (Hiebert)",2023 Canadian U18 Championships,7.06,42,110.2649007
"Rowe, L (Rowe)",2023 Canadian U18 Championships,7.06,60,109.8360656
"Huminicki, E (McDonald)",2023 Canadian U18 Championships,7.06,78,109.3023256
"Hunker, R (Peterson)",2023 Canadian U18 Championships,7.06,56,109.9644128
"Lauzon, T (Tremblay, R)",2023 Canadian U18 Championships,7.06,48,109.556314
"Lepage, J (Tremblay, R)",2023 Canadian U18 Championships,7.06,14,108.8135593
"Sallaj, C (Marin)",2023 Canadian U18 Championships,7.06,88,108.4690554
"Freeman, J (Freeman)",2023 Canadian U18 Championships,7.06,74,109.352518
"Rowe, N (Rowe)",2023 Canadian U18 Championships,7.06,60,108.9347079
"Biemans, T (Rowe)",2023 Canadian U18 Championships,7.06,60,108.2781457
"Sawiak, L (Davies)",2023 Canadian U18 Championships,7.06,86,107.3333333
"Derksen, T (Derksen)",2023 Canadian U18 Championships,7.06,64,108.2437276
"Macdonald, K (Hiebert)",2023 Canadian U18 Championships,7.06,58,107.5862069
"Codner, N (Perry)",2023 Canadian U18 Championships,7.06,58,107.0945946
"Wiersema, A (Rajala)",2023 Canadian U18 Championships,7.06,63,106.8181818
"Scott, E (Perry)",2023 Canadian U18 Championships,7.06,58,106.8403909
"Gray, N (MacIsaac)",2023 Canadian U18 Championships,7.06,46,106.6225166
"Nicholls, O (Stratton)",2023 Canadian U18 Championships,7.06,44,105.9016393
"Stockton, D (Stratton)",2023 Canadian U18 Championships,7.06,44,106.1594203
"Rajala, B (Rajala)",2023 Canadian U18 Championships,7.06,63,105.8020478
"Marin, T (Marin)",2023 Canadian U18 Championships,7.06,88,106.1818182
"Hennigar, E (Mosher)",2023 Canadian U18 Championships,7.06,74,105.2083333
"Graham, R (Freeman)",2023 Canadian U18 Championships,7.06,75,104.516129
"Butler, W (Davies)",2023 Canadian U18 Championships,7.06,58,104.4217687
"Macisaac, C (MacIsaac)",2023 Canadian U18 Championships,7.06,45,104.2253521
"Peterson, R (Davies)",2023 Canadian U18 Championships,7.06,55,103.0927835
"Appleton, B (Simms)",2023 Canadian U18 Championships,7.06,66,102.4561404
"Senff, N (Peterson)",2023 Canadian U18 Championships,7.06,56,102.4475524
"Jauron, P (Jauron)",2023 Canadian U18 Championships,7.06,50,102.4734982
"Carr, J (Stewart)",2023 Canadian U18 Championships,7.06,58,102.3333333
"Matheson, Au (Robichaud)",2023 Canadian U18 Championships,7.06,58,102.0408163
"Sawicki, L (Derksen)",2023 Canadian U18 Championships,7.06,63,101.7301038
"Tremblay, R (Tremblay, R)",2023 Canadian U18 Championships,7.06,47,101.4134276
"Macdonald, A (Mosher)",2023 Canadian U18 Championships,7.06,74,101.2987013
"Roy, P (Tremblay, R)",2023 Canadian U18 Championships,7.06,34,101.0309278
"Macfadyen, J (Snow, B)",2023 Canadian U18 Championships,7.06,58,100.6825939
"Olson, L (Snow, R)",2023 Canadian U18 Championships,7.06,44,98.96193772
"Roy, N (Snow, R)",2023 Canadian U18 Championships,7.06,44,97.97979798
"Beck, K (Blaeser)",2023 Canadian U18 Championships,7.06,32,97.88732394
"Mosher, N (Mosher)",2023 Canadian U18 Championships,7.06,74,97.47292419
"Crozier, J (Rajala)",2023 Canadian U18 Championships,7.06,64,97.92387543
"Steski, J (Freeman)",2023 Canadian U18 Championships,7.06,77,97.94520548
"Macdougall, A (Snow, B)",2023 Canadian U18 Championships,7.06,58,97.73462783
"Tomlinson, A (Tam)",2023 Canadian U18 Championships,7.06,48,96.83098592
"Mackay, J (Robert)",2023 Canadian U18 Championships,7.06,66,96.875
"Perry, S (Perry)",2023 Canadian U18 Championships,7.06,57,96.45390071
"Stratton, K (Stratton)",2023 Canadian U18 Championships,7.06,44,95.95588235
"Snow, R (Snow, R)",2023 Canadian U18 Championships,7.06,44,95.68345324
"Hrynew, H (Tam)",2023 Canadian U18 Championships,7.06,48,96.15384615
"Knee, E (Marin)",2023 Canadian U18 Championships,7.06,88,95.90443686
"Dubinsky, J (Rajala)",2023 Canadian U18 Championships,7.06,64,95.51724138
"Dragon, S (Bowling)",2023 Canadian U18 Championships,7.06,58,94.28571429
"Elias, E (Jauron)",2023 Canadian U18 Championships,7.06,50,93.33333333
"Bowling, J (Bowling)",2023 Canadian U18 Championships,7.06,57,92.75362319
"Hilderman, C (Snow, R)",2023 Canadian U18 Championships,7.06,44,93.83116883
"Chiu, E (Tam)",2023 Canadian U18 Championships,7.06,48,91.42857143
"Normand, E (Jauron)",2023 Canadian U18 Championships,7.06,50,92.15686275
"Dalrymple, R (Marin)",2023 Canadian U18 Championships,7.06,88,91.66666667
"Martens, G (Derksen)",2023 Canadian U18 Championships,7.06,64,92.18241042
"Robert, E (Simms)",2023 Canadian U18 Championships,7.06,63,91.13475177
"Lapointe, J (Tremblay, R)",2023 Canadian U18 Championships,7.06,48,91.61073826
"Miskiw, B (Robert)",2023 Canadian U18 Championships,7.06,66,91.41914191
"Hampshire, K (Blaeser)",2023 Canadian U18 Championships,7.06,31,90.44368601
"Matheson, Ai (Robichaud)",2023 Canadian U18 Championships,7.06,58,90.70512821
"Snow, B (Perry)",2023 Canadian U18 Championships,7.06,56,89.41605839
"Nicholson, D (Snow, B)",2023 Canadian U18 Championships,7.06,58,89.61937716
"Bhuiyan, T (Bowling)",2023 Canadian U18 Championships,7.06,58,86.57243816
"Tam, A (Tam)",2023 Canadian U18 Championships,7.06,46,85.66176471
"Derksen, D (Derksen)",2023 Canadian U18 Championships,7.06,63,85.1590106
"Jauron, A (Jauron)",2023 Canadian U18 Championships,7.06,50,83.98576512
"Robichaud, L (Robichaud)",2023 Canadian U18 Championships,7.06,58,83.09352518
"Beck, N (Blaeser)",2023 Canadian U18 Championships,7.06,32,82.9787234
"Blaeser, N (Blaeser)",2023 Canadian U18 Championships,7.06,32,81.81818182
"Gau, I (Bowling)",2023 Canadian U18 Championships,7.06,58,81.35048232
"Richardson, B (Casper)",2023 World University Games,9.8025,32,119.8019802
"Gerlach, A (Brunner)",2023 World University Games,9.8025,32,99.3442623
"Watt, M (Craik)",2023 World University Games,9.8025,32,118.29653
"Meagher, J (Manuel)",2023 World University Games,9.8025,32,117.0967742
"Winz, M (Iseli)",2023 World University Games,9.8025,32,112.2977346
"Haswell, B (Waddell)",2023 World University Games,9.8025,32,111.25
"Casper, D (Casper)",2023 World University Games,9.8025,30,111.0032362
"Purcell, O (Purcell)",2023 World University Games,9.8025,32,111.4379085
"Violette, L (Casper)",2023 World University Games,9.8025,32,111.1842105
"Craik, J (Craik)",2023 World University Games,9.8025,30,110.367893
"Bryce, A (Waddell)",2023 World University Games,9.8025,32,108.1761006
"Iseli, J (Iseli)",2023 World University Games,9.8025,31,100.3278689
"Sinnett, C (Casper)",2023 World University Games,9.8025,32,99.10179641
"McCurdy, D (Purcell)",2023 World University Games,9.8025,32,98.80597015
"Fague, M (Iseli)",2023 World University Games,9.8025,32,93.98734177
"McEachren, A (Purcell)",2023 World University Games,9.8025,32,92.28187919
"Nordbye, T (Hostmaelingen)",2023 World Junior Curling Championships,9.12,68,104.8048048
"Lillebo, M (Hostmaelingen)",2023 World Junior Curling Championships,9.12,68,104.4217687
"Buraas, G (Hostmaelingen)",2023 World Junior Curling Championships,9.12,68,89.00343643
"Hostmaelingen, L (Hostmaelingen)",2023 World Junior Curling Championships,9.12,68,104.6822742
"Snyder, A (Dobson)",2023 World Junior Curling Championships,9.12,90,103.9755352
"Jones, J (Jones)",2023 World Junior Curling Championships,9.12,90,101.9933555
"Rooney, L (Rooney)",2023 World Junior Curling Championships,9.12,89,106.1643836
"Mitchell, S (Mooibroek)",2023 World Junior Curling Championships,9.12,72,105.6478405
"Hosli, P (M Hosli)",2023 World Junior Curling Championships,9.12,41,91.95804196
"Winz, M (Iseli)",2023 World Junior Curling Championships,9.12,42,105.7239057
"Iseli, J (Iseli)",2023 World Junior Curling Championships,9.12,42,111.7449664
"Thurston, C (Sampson)",2023 World Junior Curling Championships,9.12,36,121.7687075
"Deane, C (Rooney)",2023 World Junior Curling Championships,9.12,18,117.1821306
"Fanchini, S (Iseli)",2023 World Junior Curling Championships,9.12,42,111.3846154
"Colli, G (Colli)",2023 World Junior Curling Championships,9.12,19,110.6666667
"Messenzehl, F (Muskatewitz)",2023 World Junior Curling Championships,9.12,150,109.771987
"Kapp, B (Muskatewitz)",2023 World Junior Curling Championships,9.12,147,109.2409241
"Xie, X (Fei)",2023 World Junior Curling Championships,9.12,58,108.6153846
"Fei, X (Xu)",2023 World Junior Curling Championships,9.12,58,109.1803279
"Li, Z (Xu)",2023 World Junior Curling Championships,9.12,58,108.681672
"Trevisiol, M (Muskatewitz)",2023 World Junior Curling Championships,9.12,150,107.8125
"Scheuerl, J (Muskatewitz)",2023 World Junior Curling Championships,9.12,149,106.2706271
"Guan, T (Fei)",2023 World Junior Curling Championships,9.12,58,104.7923323
"Sampson, E (Wendling)",2023 World Junior Curling Championships,9.12,36,103.8062284
"Gibb, C (Carson)",2023 World Junior Curling Championships,9.12,56,102.7272727
"Carson, O (Carson)",2023 World Junior Curling Championships,9.12,56,102.1052632
"De Zanna, F (Colli)",2023 World Junior Curling Championships,9.12,19,101.6666667
"Carson, Lo (Carson)",2023 World Junior Curling Championships,9.12,56,101.320132
"Kleinas, M (Wendling)",2023 World Junior Curling Championships,9.12,36,100.297619
"Hyslop, A (Carson)",2023 World Junior Curling Championships,9.12,56,96.03960396
"Tuma, K (Strouse)",2023 World Junior Curling Championships,9.12,36,94.70198675
"Gilli, S (Gilli)",2023 World Junior Curling Championships,9.12,18,92.72727273
"Piffer, S (Colli)",2023 World Junior Curling Championships,9.12,20,87.24832215
"Dunstone, M (Dunstone)",2023 Tim Hortons Brier,9.9,212,108.7227414
"Bottcher, B (Gushue)",2023 Tim Hortons Brier,9.9,221,104.3343653
"Harnden, E (Dunstone)",2023 Tim Hortons Brier,9.9,208,103.6585366
"Fry, R (McEwen)",2023 Tim Hortons Brier,9.9,204,105.5214724
"Harnden, R (Dunstone)",2023 Tim Hortons Brier,9.9,214,104.3227666
"Carruthers, R (Carruthers)",2023 Tim Hortons Brier,9.9,151,96.58385093
"Gallant, B (Jacobs)",2023 Tim Hortons Brier,9.9,224,106.9277108
"Walker, G (Gushue)",2023 Tim Hortons Brier,9.9,208,106.3583815
"Martin, K (Koe)",2023 Tim Hortons Brier,9.9,174,104.0462428
"Lott, C (Dunstone)",2023 Tim Hortons Brier,9.9,214,104.601227
"Hebert, B (Jacobs)",2023 Tim Hortons Brier,9.9,222,109.1954023
"Neufeld, B (Carruthers)",2023 Tim Hortons Brier,9.9,214,107.6219512
"Thiessen, B (Koe)",2023 Tim Hortons Brier,9.9,174,102.1212121
"Kennedy, M (Jacobs)",2023 Tim Hortons Brier,9.9,224,103.6363636
"Njegovan, C (Carruthers)",2023 Tim Hortons Brier,9.9,154,103.6923077
"Gushue, B (Gushue)",2023 Tim Hortons Brier,9.9,204,111.4906832
"Doering, K (Sluchinski)",2023 Tim Hortons Brier,9.9,108,100.9174312
"Laing, B (McEwen)",2023 Tim Hortons Brier,9.9,203,106.4615385
"Asselin, E (Asselin)",2023 Tim Hortons Brier,9.9,145,100.3021148
"Nichols, M (Gushue)",2023 Tim Hortons Brier,9.9,208,105.2795031
"Samagalski, D (Carruthers)",2023 Tim Hortons Brier,9.9,154,101.2307692
"Tardi, T (Koe)",2023 Tim Hortons Brier,9.9,172,107.2948328
"Koe, K (Koe)",2023 Tim Hortons Brier,9.9,169,102.507837
"Gordon, R (Calvert)",2023 Tim Hortons Brier,9.9,154,102.2922636
"Lind, J (Sturmay)",2023 Tim Hortons Brier,9.9,144,99.6969697
"Venance, G (Venance)",2023 Tim Hortons Brier,9.9,88,99.70930233
"McEwen, M (McEwen)",2023 Tim Hortons Brier,9.9,201,103.8216561
"Crete, M (Asselin)",2023 Tim Hortons Brier,9.9,146,98.48484848
"Trepanier, J (Asselin)",2023 Tim Hortons Brier,9.9,145,106.3953488
"Sturmay, K (Sturmay)",2023 Tim Hortons Brier,9.9,141,97.80564263
"Asselin, F (Asselin) ",2023 Tim Hortons Brier,9.9,142,100.6289308
"Horvath, A (Schneider)",2023 Tim Hortons Brier,9.9,150,104.2857143
"Ginter, J (Van Amsterdam)",2023 Tim Hortons Brier,9.9,149,97.87234043
"Middleton, S (Van Amsterdam)",2023 Tim Hortons Brier,9.9,150,103.3639144
"Goller, K (Sturmay)",2023 Tim Hortons Brier,9.9,90,95.14285714
"Gauthier, J (McDonald)",2023 Tim Hortons Brier,9.9,149,98.41772152
"Hodgson, C (Horgan)",2023 Tim Hortons Brier,9.9,168,101.7191977
"Hart, J (McEwen)",2023 Tim Hortons Brier,9.9,205,101.1363636
"Horgan, J (Epping)",2023 Tim Hortons Brier,9.9,169,105.2147239
"Horgan, T (Epping)",2023 Tim Hortons Brier,9.9,165,99.68152866
"Moulding, D (Horgan)",2023 Tim Hortons Brier,9.9,170,102.7355623
"Meagher, J (Manuel)",2023 Tim Hortons Brier,9.9,152,100.9287926
"Jeffrey, C (Jones)",2023 Tim Hortons Brier,9.9,2,117.6470588
"Knapp, T (Knapp)",2023 Tim Hortons Brier,9.9,145,102.5714286
"Jensen, T (Scoffin)",2023 Tim Hortons Brier,9.9,148,101.8404908
"Scoffin, W (Scoffin)",2023 Tim Hortons Brier,9.9,68,101.5625
"Saunders, L (Purcell)",2023 Tim Hortons Brier,9.9,152,101.2232416
"Manuel, M (Manuel)",2023 Tim Hortons Brier,9.9,150,101.2698413
"Zachernuk, N (Manuel)",2023 Tim Hortons Brier,9.9,152,100.2849003
"Armstrong, M (Knapp)",2023 Tim Hortons Brier,9.9,146,98.46625767
"Thomas, J (Young)",2023 Tim Hortons Brier,9.9,28,98.53372434
"White, E (Smith, T)",2023 Tim Hortons Brier,9.9,146,98
"Latos, E (Scoffin)",2023 Tim Hortons Brier,9.9,148,97.17514124
"Jones, B (Knapp)",2023 Tim Hortons Brier,9.9,146,96.62576687
"Knapp, K (Knapp)",2023 Tim Hortons Brier,9.9,145,96.25
"Bezanson, J (Jones)",2023 Tim Hortons Brier,9.9,150,96.61971831
"Follett, S (Young)",2023 Tim Hortons Brier,9.9,132,95.67901235
"Cocks, A (Smith, T)",2023 Tim Hortons Brier,9.9,146,94.72049689
"Scoffin, T (Scoffin)",2023 Tim Hortons Brier,9.9,145,92.97124601
"Locke, N (Young)",2023 Tim Hortons Brier,9.9,152,92.90123457
"Appelman, T (Koe)",2023 Tim Hortons Brier,9.9,2,92.59259259
"King, B (Jones)",2023 Tim Hortons Brier,9.9,148,92.04892966
"Smith, T (Smith, T)",2023 Tim Hortons Brier,9.9,144,91.34615385
"Kennedy, G (Koe, J)",2023 Tim Hortons Brier,9.9,150,91.02167183
"Young, N (Young)",2023 Tim Hortons Brier,9.9,151,90.70512821
"Jones, S (Jones)",2023 Tim Hortons Brier,9.9,150,90.47619048
"St. Louis, B (Latimer)",2023 Tim Hortons Brier,9.9,134,90
"Wettig, S (Latimer)",2023 Tim Hortons Brier,9.9,130,90.18987342
"Mallais, J (Jones)",2023 Tim Hortons Brier,9.9,150,89.8089172
"Parsons, C (Koe, J)",2023 Tim Hortons Brier,9.9,148,90
"Wallingham, J (Scoffin)",2023 Tim Hortons Brier,9.9,80,89.53846154
"Lichty, T (Higgs)",2023 Tim Hortons Brier,9.9,34,90.34090909
"Higgs, J (Higgs)",2023 Tim Hortons Brier,9.9,135,88.34951456
"Stringer, B (Young)",2023 Tim Hortons Brier,9.9,144,89.48863636
"MacFadyen, A (Smith, T)",2023 Tim Hortons Brier,9.9,146,88.54489164
"Webster, P (Bottcher)",2023 Tim Hortons Brier,9.9,2,88.23529412
"Koe, J (Koe, J)",2023 Tim Hortons Brier,9.9,149,81.73076923
